5612	4592	9230	3697	8755	7885	7729	9293
7405	4468	8075	708	5405	8034	4138	7407
6186	5770	405	2181	8749	9897	315	2982
2322	1837	3722	5004	4357	5546	6182	707
5620	3130	5571	5209	9257	6979	7937	1869
1354	8725	6489	5580	2490	1424	9863	8819
7481	1907	4690	1657	1717	5371	3137	4855
7780	3310	4230	1829	2108	6658	9076	1496
9892	6285	4559	8692	6824	8754	7360	7204
9852	401	2115	7570	8710	4521	8643	4776
139	1977	7088	4134	135	2576	3894	5353
5879	4101	7835	6754	7146	3162	4366	294
8267	4797	9885	8323	3723	9235	3590	5288
4956	9126	4772	1351	3245	2743	5199	4889
3356	943	4705	5495	3048	3740	730	9274
607	3437	8114	2429	5628	514	9127	1923
5501	6135	4274	5689	4321	3655	6017	9541
244	2721	9657	5732	910	8722	4878	862
9016	7935	8521	9621	1840	7667	6850	1015
3931	2273	3417	6726	8570	5884	5124	597
8425	7645	6639	6463	1040	8709	1758	9683
5642	8299	5212	2080	6203	1998	4562	3017
2990	4519	4657	2139	2248	8682	1250	5849
7948	9010	6777	5321	9850	9490	3160	6283
3034	1714	6461	4683	6187	4724	2669	9962
7980	6743	2275	4460	1594	7732	6217	1128
5343	3559	4351	8177	4425	6093	8469	2643
6764	5060	5848	536	6634	8263	7741	7251
9188	943	3320	2587	564	300	2789	9905
8580	7431	8240	7915	1582	1260	1995	8765
6551	1464	5373	6261	3702	3824	7304	2300
9804	334	9263	9257	2202	6131	2649	531
7597	7228	3507	48	6630	4015	4236	222
2804	2441	8165	4475	9039	3921	4171	979
5616	5257	2740	8843	3566	8207	4783	5467
9379	9772	4897	9749	930	9038	738	2308
9497	7296	8358	1650	6111	238	4403	2599
4397	2101	424	7174	5328	5151	4043	3067
3106	905	2317	878	2183	2305	3645	1116
152	5363	5411	3331	5806	2257	1145	8551
3104	7868	9085	5045	428	6686	5912	6046
4902	6123	7102	9879	897	1971	6169	9374
1580	4899	9882	5453	3440	7247	7124	7073
806	1562	4852	8613	2558	9411	1619	8442
4939	3204	1845	1506	1122	7698	6494	3098
4084	2868	4129	8054	3598	4600	2763	9005
8692	9282	4037	5457	1409	4489	681	3305
9834	7823	9200	4888	2913	3419	4879	7724
8832	9452	8049	9558	1543	1720	5802	881
7582	8498	7205	4022	4993	1040	9733	4783
1325	7305	4869	9142	7984	7452	9373	5414
4978	677	8050	5374	7396	6236	3131	5697
646	43	566	2810	7282	8860	9959	2049
863	5654	2651	3032	5384	2359	9579	3651
6016	9569	3170	45	3805	964	355	2022
1777	2160	3972	1807	9038	6528	1580	4659
829	8323	2619	4975	7361	6893	5053	2597
3435	6622	3423	8958	6560	6370	9168	7000
8931	1472	3856	4852	6259	9708	2973	7578
6084	8697	7032	8716	848	4532	9567	4661
9087	5037	5584	5942	1245	2756	4075	9807
7441	9256	1895	8930	7717	3916	4781	8237
7534	1495	6717	6181	3968	8903	4669	6677
8507	1995	2931	3624	1922	9951	3280	9980
3682	5861	8618	6743	1357	7005	185	1314
4108	5670	8727	4143	2975	7442	5542	4180
5183	5582	6520	2741	559	1538	1314	4150
4741	941	2350	6689	401	3586	9659	3831
5107	2155	2385	7087	9130	7250	7509	3036
4463	2075	8653	48	6640	4961	6574	1004
3255	7777	5801	2796	5610	424	5360	9433
6180	1704	2527	5076	500	2485	9236	1732
718	3185	5421	2623	4025	4632	9890	6399
4783	4023	1667	6857	8525	979	9654	114
8246	8873	8812	2487	7793	8313	2415	4035
2626	1690	8046	6812	1266	4397	5554	8426
9709	3833	1562	983	3662	6498	9881	8424
9842	9875	4227	7206	5579	105	9717	1485
8698	8942	2380	2	3356	2628	7526	7844
9951	9212	399	8918	688	449	9955	1700
7783	9085	8472	345	1768	3576	18	3655
1875	1793	9425	9939	867	1507	6475	5760
8524	7564	8562	1749	8398	4606	3867	317
9788	9742	451	8645	2260	1647	9167	4430
5903	1384	3192	4172	4844	404	3364	9816
7659	1471	548	1558	8768	5864	7734	4960
4834	5592	7244	1136	7958	5445	7749	6071
3120	9300	7288	755	8037	2637	8299	8174
5711	5868	6257	6988	8350	478	4747	6444
1990	7025	5006	902	2702	7897	3424	1320
797	2897	1608	6447	2564	2037	2235	663
516	6961	9047	7733	3556	9488	8208	7658
1378	2331	8220	8341	884	8814	407	77
9177	5924	5541	160	7774	7720	7498	3793
7877	6535	9282	4923	283	9179	599	9730
8679	9441	8994	8478	1506	8070	8017	8391
2365	3236	1060	3182	6423	6224	8435	4540
514	7874	6298	5693	7242	8065	6003	4248
8970	3262	1959	9916	1957	5538	6556	7484
7396	9739	8791	1890	1827	4768	1006	3169
9769	5195	2932	5323	3678	5537	2943	9981
4803	4601	5167	7273	137	3985	1335	2719
2106	5262	3434	4196	2615	2327	7712	8489
9532	6041	4838	2169	3819	1027	9063	8708
2820	1291	1369	4425	7618	6221	4987	7810
2574	6870	2426	207	3589	5943	6570	9519
6459	6304	572	2800	5224	181	7398	792
3147	9842	3222	4895	4956	2747	4364	9238
9197	2462	8069	7353	484	3900	4826	147
4799	8750	323	94	6631	4412	620	7650
6447	6579	208	8076	8711	7486	4456	8130
469	9242	2888	4479	5725	5669	8291	6173
6626	9511	3687	5878	5755	7678	2036	9288
2037	9407	4906	5244	1937	357	4505	2427
2478	8170	6427	6340	5809	4138	1719	9094
4717	8350	623	5164	7611	7370	1025	8196
5911	4912	9322	8394	7598	4601	628	2150
6515	8053	3461	7019	2802	272	9717	9263
9449	3886	8493	6527	5845	303	2074	6645
8087	8010	5879	551	3549	7294	6435	1223
4742	659	6815	666	3498	8606	6716	1930
60	7132	3639	3004	4094	8151	6821	4281
4886	413	468	7735	3895	4687	6503	6714
4726	7012	5552	8615	2236	6603	2085	2628
2079	7141	5021	6337	9052	8959	2590	5243
9721	273	3663	2234	1583	5922	812	950
4823	5029	7816	3541	2663	3998	8062	6660
3274	1948	6171	1568	9740	9676	6808	2653
3956	8003	4813	1799	9210	1585	3325	6152
5378	2485	7971	9789	6302	4336	8924	825
3888	623	9659	5662	1432	2354	237	7747
1267	7532	3248	1397	9652	8287	6344	9383
3485	4533	597	6247	5308	9695	6484	6645
2113	1378	7361	6659	8507	6641	7517	8196
9645	7905	5987	5353	4870	3769	7708	4490
6335	8694	8948	1954	2413	9718	5673	3111
6947	4525	985	3268	9261	1504	2665	4865
6455	6941	6700	8064	2716	5992	6877	4172
8315	2137	7901	2348	6978	9687	1062	9034
4701	5966	7798	3429	9487	5634	6242	2503
9186	7214	6857	4746	971	1622	7349	1258
2284	6594	3065	6380	3569	9953	1565	2482
6469	8648	2424	1903	1997	2016	2349	8250
9893	7558	4947	2076	4111	5664	7969	4834
5048	3695	6426	564	4324	7404	5003	5214
7466	4696	5578	7164	4198	7157	2168	1594
3262	627	6150	8580	3133	952	6976	490
3919	2984	9489	6148	5300	2773	6812	1489
1922	7563	594	9682	5637	8151	74	8679
6187	1396	1909	3624	1701	4572	2865	7886
2756	6837	3307	1578	4072	2168	8220	2693
3861	2005	6110	2862	5534	6232	1109	1401
3632	2106	6451	1848	1586	7311	6633	3950
4099	6641	2820	7919	2295	6615	1974	7690
2356	4059	7283	6004	1527	5866	6570	9244
3522	6125	3183	3910	3516	3515	1819	3343
6678	8180	9109	210	8429	853	2506	1274
1201	6437	9633	575	9603	3551	1112	7251
922	5747	8174	6289	9677	397	1696	7399
8592	6876	727	9847	3908	4067	7888	4426
2254	7157	9057	1898	6427	19	7374	977
1458	770	9328	4759	1984	2800	1669	2419
7286	7007	6835	2420	8927	3023	2856	3390
2910	377	6894	5863	6634	3854	3061	4128
1456	5390	8758	8579	6908	2206	5514	4982
732	7186	8659	4847	6348	3777	357	6496
2929	926	8823	139	4011	3382	3751	9989
470	4407	2883	7538	6610	4488	9142	8350
5843	2125	2369	6789	8458	8785	4223	6636
6430	3605	5645	2544	4543	7775	2773	2618
1393	5670	8604	9515	5417	6906	9365	6831
7071	9509	8476	1892	5428	3541	1210	6431
8841	9750	2318	8102	3854	8635	9690	9950
9555	3219	4739	2916	8271	6535	6051	2900
1355	2807	1865	1454	7063	9541	634	936
6865	4388	1418	4744	7290	6870	7823	3097
7979	1808	6534	3957	6959	6823	8136	5458
4984	4843	1522	6415	1941	3903	7628	1538
4951	3139	9820	8613	2836	9900	7607	2444
2720	130	1667	9658	6081	1115	2622	4683
724	5638	9250	6239	1639	2430	4960	3301
2001	2863	3885	9742	3592	6269	3388	6216
6367	2836	3687	1511	2493	1835	8893	3089
4593	8555	5195	7112	6512	6200	7526	2847
6613	934	92	1455	5666	1452	1039	7075
453	6080	9846	8653	9597	9239	5813	2591
5645	8094	6609	7162	6771	7341	2642	6830
3783	3345	6007	9630	5697	136	6373	2027
8899	7833	5259	9332	1850	2480	3070	9599
3447	4534	9246	7300	6590	9034	565	6456
8404	1085	901	5270	5962	7300	827	6048
2886	1854	1987	5406	9118	8202	8033	8168
6038	8373	6711	792	5605	9861	6233	5767
9839	520	1969	4070	1261	9485	7715	3310
8695	6625	1879	5448	2471	8325	2831	9094
8159	1564	460	3587	7140	537	5960	4811
9671	9989	8841	2276	2646	2659	3547	7684
6101	5652	4104	1846	780	2428	2096	1864
5506	8566	6429	9097	9653	55	5862	664
7062	5555	2779	685	3722	1351	7531	7087
8414	2844	5192	9426	2574	1264	1017	1732
4991	2589	4414	5136	6446	3755	1867	4000
142	8127	9811	9481	4708	5261	7931	1029
3686	6278	8366	8918	5452	2375	7182	1000
4171	3766	9	988	8150	8024	8045	4789
7308	5877	3116	5104	6796	554	6004	3432
5862	5978	6117	4580	1069	7539	5839	2827
3005	5232	3720	248	4111	9619	1628	3749
8403	2232	3590	361	970	9242	4642	51
7523	6983	7470	787	9027	7966	6476	6118
6973	8047	2643	1180	4963	3512	8973	9964
7824	2328	5262	7326	9205	8755	4780	3117
9725	5833	9579	1927	3575	4424	4955	8348
3329	3324	8984	402	140	4442	259	4130
1789	6953	5343	5393	801	2604	6226	4249
6386	3710	7016	5723	6793	7113	7104	558
3181	1224	2084	4167	1039	6970	3522	978
561	7233	8498	4756	9250	9750	1098	1597
4613	7437	1942	8734	9290	7849	9066	7539
5788	3627	8295	1501	3365	6812	3374	3320
6762	876	3089	8127	8226	5118	4495	7653
5761	4005	1065	4393	1625	5485	9269	6027
5368	797	7245	9590	3365	323	7412	629
7195	4314	3960	5495	1644	3620	9993	6343
9768	1659	780	7899	7021	7912	5839	6869
5222	4348	263	1936	3562	7542	124	2252
4871	9597	3318	2682	2977	4382	7824	8875
8741	3242	2517	424	4326	9406	1024	5587
1724	3638	8815	3463	1086	8809	414	9912
4721	476	4245	8162	8476	6217	7322	9217
5930	5079	4428	867	1820	6228	8521	6872
2351	5234	7625	7816	4256	7787	6689	7209
836	7443	4954	8929	2175	7988	7023	181
2408	9326	880	840	7935	3778	5939	667
949	5755	1313	5921	8402	9729	3374	1336
383	8236	3625	6273	2479	7261	8261	518
9993	4712	7244	4127	2243	7699	9523	227
